DATE,DPRIME,DTWEXBGS,GVZCLS,HQMCB10YRP,HQMCB10YR,OVXCLS,STLFSI4,T5YIE,T10Y2Y,TB3MS,VIXCLS,AAA,DEXUSEU,SP500
5/24/2016,3.5,112.2912,16.66,3.21,3.35,38.02,-0.007,1.51,0.94,0.27,14.42,3.65,1.1145,2076.06
5/25/2016,3.5,112.2001,15.98,3.21,3.35,35.94,-0.007,1.51,0.95,0.27,13.9,3.65,1.1154,2090.54
5/26/2016,3.5,111.8979,15.29,3.21,3.35,36.56,-0.007,1.51,0.96,0.27,13.43,3.65,1.1184,2090.1
5/27/2016,3.5,112.0822,15.39,3.21,3.35,35.97,-0.0714,1.51,0.95,0.27,13.12,3.65,1.114,2099.06
5/31/2016,3.5,112.4276,15.83,3.21,3.35,38.08,-0.0714,1.47,0.97,0.27,14.19,3.65,1.1135,2096.96
06-01-2016,3.5,112.462,15.92,3.08,3.21,40,-0.0714,1.47,0.94,0.27,14.2,3.5,1.1165,2099.33
06-02-2016,3.5,112.4564,16.05,3.08,3.21,36.64,-0.0714,1.48,0.92,0.27,13.63,3.5,1.1157,2105.26
06-03-2016,3.5,111.4451,17.45,3.08,3.21,34.81,0.0816,1.45,0.93,0.27,13.47,3.5,1.133,2099.13
06-06-2016,3.5,111.2295,17.76,3.08,3.21,35.61,0.0816,1.49,0.93,0.27,13.65,3.5,1.1354,2109.41
06-07-2016,3.5,110.8378,17.29,3.08,3.21,36.19,0.0816,1.51,0.94,0.27,14.05,3.5,1.135,2112.13
06-08-2016,3.5,110.1916,18.76,3.08,3.21,35.17,0.0816,1.54,0.93,0.27,14.08,3.5,1.14,2119.12
06-09-2016,3.5,110.6168,20.28,3.08,3.21,35.9,0.0816,1.53,0.91,0.27,14.64,3.5,1.1329,2115.48
06-10-2016,3.5,111.1027,20.52,3.08,3.21,39.95,0.1241,1.49,0.91,0.27,17.03,3.5,1.1281,2096.07
6/13/2016,3.5,111.5036,21.11,3.08,3.21,42.72,0.1241,1.45,0.89,0.27,20.97,3.5,1.1282,2079.06
6/14/2016,3.5,111.9826,20.63,3.08,3.21,43.07,0.1241,1.45,0.88,0.27,20.5,3.5,1.1206,2075.32
6/15/2016,3.5,111.7671,20.68,3.08,3.21,42.58,0.1241,1.47,0.91,0.27,20.14,3.5,1.1239,2071.5
6/16/2016,3.5,112.2347,21.95,3.08,3.21,44.49,0.1241,1.42,0.87,0.27,19.37,3.5,1.1158,2077.99
6/17/2016,3.5,111.5332,22.52,3.08,3.21,41.35,0.5143,1.43,0.92,0.27,19.41,3.5,1.1256,2071.22
6/20/2016,3.5,110.8693,21.01,3.08,3.21,38.99,0.5143,1.43,0.93,0.27,18.37,3.5,1.1318,2083.25
6/21/2016,3.5,111.0077,20.65,3.08,3.21,40.37,0.5143,1.41,0.95,0.27,18.48,3.5,1.1262,2088.9
6/22/2016,3.5,110.7681,22.25,3.08,3.21,43.25,0.5143,1.41,0.94,0.27,21.17,3.5,1.1286,2085.45
6/23/2016,3.5,110.262,20.1,3.08,3.21,40.1,0.5143,1.47,0.96,0.27,17.25,3.5,1.1373,2113.32
6/24/2016,3.5,112.1355,22.2,3.08,3.21,43.33,0.1788,1.36,0.93,0.27,25.76,3.5,1.1126,2037.41
6/27/2016,3.5,113.1301,22.52,3.08,3.21,42.85,0.1788,1.27,0.85,0.27,23.85,3.5,1.1024,2000.54
6/28/2016,3.5,112.7545,20.18,3.08,3.21,40.18,0.1788,1.32,0.85,0.27,18.75,3.5,1.1054,2036.09
6/29/2016,3.5,111.8597,19.26,3.08,3.21,38.29,0.1788,1.36,0.88,0.27,16.64,3.5,1.1117,2070.77
6/30/2016,3.5,112.1618,18.5,3.08,3.21,38.09,0.1788,1.38,0.91,0.27,15.63,3.5,1.1032,2098.86
07-01-2016,3.5,111.6509,18.43,2.91,3.03,36.18,0.5646,1.43,0.87,0.3,14.77,3.28,1.1145,2102.95
07-05-2016,3.5,112.4231,20.09,2.91,3.03,40.08,0.5646,1.39,0.81,0.3,15.58,3.28,1.108,2088.55
07-06-2016,3.5,112.5438,21.18,2.91,3.03,41.43,0.5646,1.41,0.8,0.3,14.96,3.28,1.1077,2099.73
07-07-2016,3.5,112.5775,20.55,2.91,3.03,43.24,0.5646,1.41,0.82,0.3,14.76,3.28,1.1065,2097.9
07-08-2016,3.5,112.3963,18.79,2.91,3.03,41.41,0.1809,1.39,0.76,0.3,13.2,3.28,1.1038,2129.9
07-11-2016,3.5,112.5254,18.93,2.91,3.03,42.51,0.1809,1.41,0.77,0.3,13.54,3.28,1.1045,2137.16
07-12-2016,3.5,112.1102,17.94,2.91,3.03,39.67,0.1809,1.46,0.84,0.3,13.55,3.28,1.1074,2152.14
7/13/2016,3.5,112.0266,17.61,2.91,3.03,43.1,0.1809,1.43,0.8,0.3,13.04,3.28,1.1112,2152.43
7/14/2016,3.5,111.7692,17.15,2.91,3.03,38.3,0.1809,1.44,0.85,0.3,12.82,3.28,1.1109,2163.75
7/15/2016,3.5,112.2833,16.91,2.91,3.03,36.66,-0.1773,1.44,0.89,0.3,12.67,3.28,1.1059,2161.74
7/18/2016,3.5,112.2463,16.96,2.91,3.03,38.15,-0.1773,1.41,0.91,0.3,12.44,3.28,1.1076,2166.89
7/19/2016,3.5,112.638,16.71,2.91,3.03,37.2,-0.1773,1.39,0.86,0.3,11.97,3.28,1.1014,2163.78
7/20/2016,3.5,112.6743,17.21,2.91,3.03,37.02,-0.1773,1.4,0.86,0.3,11.77,3.28,1.1007,2173.02
7/21/2016,3.5,112.6239,17.77,2.91,3.03,38.13,-0.1773,1.38,0.87,0.3,12.74,3.28,1.1016,2165.17
7/22/2016,3.5,112.989,17.61,2.91,3.03,38.85,0.0175,1.36,0.86,0.3,12.02,3.28,1.0968,2175.03
7/25/2016,3.5,113.1784,17.74,2.91,3.03,40.97,0.0175,1.34,0.86,0.3,12.87,3.28,1.098,2168.48
7/26/2016,3.5,113.0593,17.45,2.91,3.03,41.27,0.0175,1.33,0.82,0.3,13.05,3.28,1.0984,2169.18
7/27/2016,3.5,113.217,16.93,2.91,3.03,41.6,0.0175,1.31,0.79,0.3,12.83,3.28,1.0988,2166.58
7/28/2016,3.5,112.7393,16.31,2.91,3.03,42.93,0.0175,1.33,0.8,0.3,12.72,3.28,1.1094,2170.06
7/29/2016,3.5,111.874,15.8,2.91,3.03,41.08,0.1801,1.31,0.79,0.3,11.87,3.28,1.1168,2173.6
08-01-2016,3.5,111.9757,16.28,2.92,3.04,44.22,0.1801,1.27,0.84,0.3,12.44,3.32,1.1176,2170.84
08-02-2016,3.5,111.7124,16.45,2.92,3.04,45.7,0.1801,1.25,0.88,0.3,13.37,3.32,1.1225,2157.03
08-03-2016,3.5,111.9419,16.18,2.92,3.04,44.64,0.1801,1.28,0.88,0.3,12.86,3.32,1.117,2163.79
08-04-2016,3.5,111.9149,16.06,2.92,3.04,43.1,0.1801,1.3,0.87,0.3,12.42,3.32,1.1134,2164.25
08-05-2016,3.5,112.3589,15.6,2.92,3.04,41.5,0.2857,1.33,0.87,0.3,11.39,3.32,1.108,2182.87
08-08-2016,3.5,112.1456,15.49,2.92,3.04,41.14,0.2857,1.34,0.85,0.3,11.5,3.32,1.1078,2180.89
08-09-2016,3.5,111.722,14.41,2.92,3.04,39.76,0.2857,1.3,0.84,0.3,11.66,3.32,1.111,2181.74
08-10-2016,3.5,111.3238,14.89,2.92,3.04,39.32,0.2857,1.27,0.81,0.3,12.05,3.32,1.1171,2175.49
08-11-2016,3.5,111.1954,15.37,2.92,3.04,39.29,0.2857,1.32,0.81,0.3,11.68,3.32,1.1168,2185.79
08-12-2016,3.5,111.1787,15.01,2.92,3.04,37.78,0.1524,1.29,0.8,0.3,11.55,3.32,1.1172,2184.05
8/15/2016,3.5,110.9212,14.67,2.92,3.04,37.28,0.1524,1.3,0.83,0.3,11.81,3.32,1.1199,2190.15
8/16/2016,3.5,110.4295,16.13,2.92,3.04,37.45,0.1524,1.28,0.81,0.3,12.64,3.32,1.1277,2178.15
8/17/2016,3.5,110.9459,15.83,2.92,3.04,35.12,0.1524,1.31,0.82,0.3,12.19,3.32,1.1263,2182.22
8/18/2016,3.5,110.3134,14.97,2.92,3.04,36.75,0.1524,1.32,0.82,0.3,11.43,3.32,1.1334,2187.02
8/19/2016,3.5,110.8163,15.35,2.92,3.04,34.88,0.1283,1.34,0.82,0.3,11.34,3.32,1.1326,2183.87
8/22/2016,3.5,110.9997,15.82,2.92,3.04,36.41,0.1283,1.34,0.79,0.3,12.27,3.32,1.1314,2182.64
8/23/2016,3.5,110.9414,15.62,2.92,3.04,37.53,0.1283,1.34,0.81,0.3,12.38,3.32,1.1308,2186.9
8/24/2016,3.5,111.2958,16.89,2.92,3.04,37.46,0.1283,1.32,0.8,0.3,13.45,3.32,1.1256,2175.44
8/25/2016,3.5,111.1726,16.73,2.92,3.04,36.76,0.1283,1.33,0.8,0.3,13.63,3.32,1.1274,2172.47
8/26/2016,3.5,111.2035,16.17,2.92,3.04,36.05,0.2055,1.31,0.78,0.3,13.65,3.32,1.1237,2169.04
8/29/2016,3.5,111.8775,15.95,2.92,3.04,36.72,0.2055,1.29,0.76,0.3,12.94,3.32,1.1182,2180.38
8/30/2016,3.5,112.2928,15.99,2.92,3.04,38.03,0.2055,1.28,0.77,0.3,13.12,3.32,1.115,2176.12
8/31/2016,3.5,112.4036,16.01,2.92,3.04,39.5,0.2055,1.27,0.78,0.3,13.42,3.32,1.1146,2170.95
09-01-2016,3.5,112.1733,16.25,2.99,3.11,41.22,0.2055,1.24,0.79,0.29,13.48,3.41,1.1194,2170.86
09-02-2016,3.5,112.0009,14.58,2.99,3.11,38.64,0.2181,1.28,0.8,0.29,11.98,3.41,1.1158,2179.98
09-06-2016,3.5,110.9613,15.6,2.99,3.11,39.85,0.2181,1.29,0.81,0.29,12.02,3.41,1.1237,2186.48
09-07-2016,3.5,110.9717,15,2.99,3.11,38.63,0.2181,1.3,0.8,0.29,11.94,3.41,1.1238,2186.16
09-08-2016,3.5,111.2609,14.97,2.99,3.11,38.21,0.2181,1.34,0.83,0.29,12.51,3.41,1.1256,2181.3
09-09-2016,3.5,111.9879,15.49,2.99,3.11,39.72,0.2253,1.32,0.88,0.29,17.5,3.41,1.1214,2127.81
09-12-2016,3.5,112.1516,15.2,2.99,3.11,39.16,0.2253,1.33,0.89,0.29,15.16,3.41,1.123,2159.04
9/13/2016,3.5,112.5207,15.78,2.99,3.11,41.1,0.2253,1.31,0.93,0.29,17.85,3.41,1.1242,2127.02
9/14/2016,3.5,112.4678,15.32,2.99,3.11,42.47,0.2253,1.3,0.93,0.29,18.14,3.41,1.1271,2125.77
9/15/2016,3.5,112.4753,15.07,2.99,3.11,40.9,0.2253,1.31,0.97,0.29,16.3,3.41,1.1246,2147.26
9/16/2016,3.5,113.1765,14.78,2.99,3.11,39.86,0.396,1.34,0.93,0.29,15.37,3.41,1.116,2139.16
9/19/2016,3.5,112.903,15.68,2.99,3.11,39.66,0.396,1.35,0.91,0.29,15.53,3.41,1.1179,2139.12
9/20/2016,3.5,113.1848,15.69,2.99,3.11,40.99,0.396,1.33,0.9,0.29,15.92,3.41,1.1172,2139.76
9/21/2016,3.5,112.9842,14.69,2.99,3.11,39.85,0.396,1.37,0.87,0.29,13.3,3.41,1.1165,2163.12
9/22/2016,3.5,112.2592,13.73,2.99,3.11,41.57,0.396,1.4,0.84,0.29,12.02,3.41,1.1229,2177.18
9/23/2016,3.5,112.7166,13.93,2.99,3.11,43.89,0.2794,1.42,0.85,0.29,12.29,3.41,1.1223,2164.69
9/26/2016,3.5,112.7112,14.98,2.99,3.11,44.9,0.2794,1.4,0.83,0.29,14.5,3.41,1.127,2146.1
9/27/2016,3.5,112.5515,14.53,2.99,3.11,43.88,0.2794,1.38,0.81,0.29,13.1,3.41,1.1208,2159.93
9/28/2016,3.5,112.6283,13.98,2.99,3.11,45.24,0.2794,1.44,0.82,0.29,12.39,3.41,1.12,2171.37
9/29/2016,3.5,112.2879,13.86,2.99,3.11,42.05,0.2794,1.44,0.83,0.29,14.02,3.41,1.1244,2151.13
9/30/2016,3.5,112.2795,13.88,2.99,3.11,39.31,0.2688,1.45,0.83,0.29,13.29,3.41,1.1238,2168.27
10-03-2016,3.5,112.5077,14.16,3.09,3.21,38.04,0.2688,1.47,0.83,0.33,13.57,3.51,1.121,2161.2
10-04-2016,3.5,112.6579,15.8,3.09,3.21,37.66,0.2688,1.45,0.87,0.33,13.63,3.51,1.1212,2150.49
10-05-2016,3.5,112.7946,15.21,3.09,3.21,36.65,0.2688,1.48,0.87,0.33,12.99,3.51,1.1196,2159.73
10-06-2016,3.5,113.0066,16.05,3.09,3.21,35.92,0.2688,1.49,0.89,0.33,12.84,3.51,1.1158,2160.77
10-07-2016,3.5,113.2915,15.72,3.09,3.21,36.6,0.0007,1.5,0.9,0.33,13.48,3.51,1.1156,2153.74
10-11-2016,3.5,113.4461,15.63,3.09,3.21,38.08,0.0007,1.51,0.9,0.33,15.36,3.51,1.1062,2136.73
10-12-2016,3.5,113.7442,15.61,3.09,3.21,39.05,0.0007,1.51,0.92,0.33,15.91,3.51,1.1014,2139.18
10/13/2016,3.5,113.6238,15.63,3.09,3.21,37.22,0.0007,1.5,0.9,0.33,16.69,3.51,1.1038,2132.55
10/14/2016,3.5,113.7119,15.14,3.09,3.21,35.55,0.1411,1.53,0.96,0.33,16.12,3.51,1.0985,2132.98
10/17/2016,3.5,113.5488,15.23,3.09,3.21,34.88,0.1411,1.55,0.96,0.33,16.21,3.51,1.1,2126.5
10/18/2016,3.5,113.1393,14.73,3.09,3.21,36.37,0.1411,1.54,0.93,0.33,15.28,3.51,1.0997,2139.6
10/19/2016,3.5,113.0547,14.59,3.09,3.21,32.72,0.1411,1.56,0.95,0.33,14.41,3.51,1.0966,2144.29
10/20/2016,3.5,113.4033,14.68,3.09,3.21,32.48,0.1411,1.56,0.92,0.33,13.75,3.51,1.0934,2141.34
10/21/2016,3.5,113.9015,14.55,3.09,3.21,32.51,0.1259,1.56,0.9,0.33,13.34,3.51,1.0866,2141.16
10/24/2016,3.5,113.8571,14.95,3.09,3.21,32.79,0.1259,1.53,0.93,0.33,13.02,3.51,1.0888,2151.33
10/25/2016,3.5,113.6801,14.55,3.09,3.21,33.93,0.1259,1.57,0.91,0.33,13.46,3.51,1.089,2143.16
10/26/2016,3.5,113.8131,14.48,3.09,3.21,35.39,0.1259,1.58,0.93,0.33,14.24,3.51,1.0916,2139.43
10/27/2016,3.5,114.1998,15,3.09,3.21,35.86,0.1259,1.57,0.98,0.33,15.36,3.51,1.0904,2133.04
10/28/2016,3.5,114.0931,16.62,3.09,3.21,37.76,0.033,1.6,1,0.33,16.19,3.51,1.0934,2126.41
10/31/2016,3.5,114.0188,18.13,3.09,3.21,40.96,0.033,1.59,0.98,0.33,17.06,3.51,1.0962,2126.15
11-01-2016,3.5,113.9915,19.02,3.44,3.58,40.08,0.033,1.59,1,0.45,18.56,3.86,1.1042,2111.72
11-02-2016,3.5,113.9206,19.32,3.44,3.58,40.86,0.033,1.55,1,0.45,19.32,3.86,1.1119,2097.94
11-03-2016,3.5,113.7664,19.98,3.44,3.58,41.49,0.033,1.52,1.01,0.45,22.08,3.86,1.1094,2088.66
11-04-2016,3.5,113.5828,20.22,3.44,3.58,43.69,0.4163,1.52,0.99,0.45,22.51,3.86,1.1121,2085.18
11-07-2016,3.5,113.5443,18.53,3.44,3.58,44.2,0.4163,1.56,1.01,0.45,18.71,3.86,1.1038,2131.52
11-08-2016,3.5,113.3017,17.93,3.44,3.58,43.56,0.4163,1.57,1.01,0.45,18.74,3.86,1.1034,2139.56
11-09-2016,3.5,114.6956,16.68,3.44,3.58,41.25,0.4163,1.67,1.17,0.45,14.38,3.86,1.0952,2163.26
11-10-2016,3.5,115.9375,18.52,3.44,3.58,42.44,0.4163,1.7,1.23,0.45,14.74,3.86,1.0882,2167.48
11/14/2016,3.5,117.2245,20.5,3.44,3.58,50.17,-0.1083,1.65,1.23,0.45,14.48,3.86,1.0723,2164.2
11/15/2016,3.5,116.7724,16.42,3.44,3.58,49.43,-0.1083,1.67,1.21,0.45,13.37,3.86,1.0726,2180.39
11/16/2016,3.5,116.8062,15.77,3.44,3.58,50.09,-0.1083,1.66,1.22,0.45,13.72,3.86,1.0699,2176.94
11/17/2016,3.5,116.8952,17.5,3.44,3.58,47.37,-0.1083,1.71,1.25,0.45,13.35,3.86,1.0656,2187.12
11/18/2016,3.5,117.5936,17.03,3.44,3.58,46.56,-0.1633,1.74,1.27,0.45,12.85,3.86,1.06,2181.9
11/21/2016,3.5,117.4762,15.86,3.44,3.58,45.71,-0.1633,1.74,1.25,0.45,12.42,3.86,1.0597,2198.18
11/22/2016,3.5,117.4508,15.43,3.44,3.58,46.69,-0.1633,1.75,1.24,0.45,12.41,3.86,1.0618,2202.94
11/23/2016,3.5,118.0356,18.53,3.44,3.58,47.54,-0.1633,1.74,1.24,0.45,12.43,3.86,1.056,2204.72
11/25/2016,3.5,118.02,18.47,3.44,3.58,53.46,-0.1851,1.74,1.24,0.45,12.34,3.86,1.0595,2213.35
11/28/2016,3.5,117.7278,17.39,3.44,3.58,52.56,-0.1851,1.69,1.21,0.45,13.15,3.86,1.0576,2201.72
11/29/2016,3.5,117.644,17.28,3.44,3.58,55.09,-0.1851,1.69,1.21,0.45,12.9,3.86,1.0626,2204.66
11/30/2016,3.5,117.7636,19.18,3.44,3.58,44.25,-0.1851,1.77,1.26,0.45,13.33,3.86,1.0578,2198.81
12-01-2016,3.5,117.6642,19.39,3.7,3.84,40.45,-0.1851,1.81,1.31,0.51,14.07,4.06,1.0634,2191.08
12-02-2016,3.5,117.3116,18.44,3.7,3.84,35.51,-0.0675,1.76,1.29,0.51,14.12,4.06,1.0666,2191.95
12-05-2016,3.5,117.1008,17.56,3.7,3.84,37,-0.0675,1.79,1.26,0.51,12.14,4.06,1.0723,2204.71
12-06-2016,3.5,116.9225,17.06,3.7,3.84,37.11,-0.0675,1.8,1.27,0.51,11.79,4.06,1.0717,2212.23
12-07-2016,3.5,116.672,16.87,3.7,3.84,36.05,-0.0675,1.78,1.24,0.51,12.22,4.06,1.0758,2241.35
12-08-2016,3.5,117.0327,16.48,3.7,3.84,35.03,-0.0675,1.83,1.28,0.51,12.64,4.06,1.0625,2246.19
12-09-2016,3.5,117.2834,18.66,3.7,3.84,35.21,-0.3126,1.83,1.32,0.51,11.75,4.06,1.0541,2259.53
12-12-2016,3.5,116.9161,16.97,3.7,3.84,30.3,-0.3126,1.86,1.34,0.51,12.64,4.06,1.0606,2256.96
12/13/2016,3.5,116.8029,16.17,3.7,3.84,31.35,-0.3126,1.86,1.31,0.51,12.72,4.06,1.0635,2271.72
12/14/2016,3.5,116.7332,18.21,3.7,3.84,33.97,-0.3126,1.82,1.27,0.51,13.19,4.06,1.0656,2253.28
12/15/2016,3.75,118.8072,17.89,3.7,3.84,33.58,-0.3126,1.78,1.31,0.51,12.79,4.06,1.0375,2262.03
12/16/2016,3.75,118.3584,17.55,3.7,3.84,29.18,-0.2385,1.75,1.32,0.51,12.2,4.06,1.0456,2258.07
12/19/2016,3.75,118.3875,16.05,3.7,3.84,29.23,-0.2385,1.74,1.3,0.51,11.71,4.06,1.0444,2262.53
12/20/2016,3.75,118.63,16.69,3.7,3.84,27.43,-0.2385,1.8,1.32,0.51,11.45,4.06,1.039,2270.76
12/21/2016,3.75,118.581,15.82,3.7,3.84,28.39,-0.2385,1.74,1.34,0.51,11.27,4.06,1.0425,2265.18
12/22/2016,3.75,118.8209,15.28,3.7,3.84,30.29,-0.2385,1.86,1.33,0.51,11.43,4.06,1.0452,2260.96
12/23/2016,3.75,118.7856,16.36,3.7,3.84,29.9,-0.1514,1.84,1.33,0.51,11.44,4.06,1.0449,2263.79
12/27/2016,3.75,118.9506,16.68,3.7,3.84,30,-0.1514,1.88,1.29,0.51,11.99,4.06,1.0458,2268.88
12/28/2016,3.75,119.2305,16.04,3.7,3.84,29.91,-0.1514,1.85,1.25,0.51,12.95,4.06,1.0389,2249.92
12/29/2016,3.75,118.6637,15.68,3.7,3.84,30.01,-0.1514,1.81,1.27,0.51,13.37,4.06,1.0486,2249.26
12/30/2016,3.75,118.3466,16.23,3.7,3.84,30.83,-0.102,1.84,1.25,0.51,14.04,4.06,1.0552,2238.83
01-03-2017,3.75,119.0898,16.26,3.6,3.73,32.88,-0.102,1.86,1.23,0.51,12.85,3.92,1.0416,2257.83
01-04-2017,3.75,118.8801,15.16,3.6,3.73,32.36,-0.102,1.86,1.22,0.51,11.85,3.92,1.0476,2270.75
01-05-2017,3.75,118.0002,14.98,3.6,3.73,31.56,-0.102,1.83,1.2,0.51,11.67,3.92,1.0598,2269
01-06-2017,3.75,118.3493,14.55,3.6,3.73,30.47,-0.1295,1.84,1.2,0.51,11.32,3.92,1.056,2276.98
01-09-2017,3.75,118.4108,14.38,3.6,3.73,33.73,-0.1295,1.85,1.17,0.51,11.56,3.92,1.0576,2268.9
01-10-2017,3.75,118.5384,14.32,3.6,3.73,33.61,-0.1295,1.84,1.19,0.51,11.49,3.92,1.0572,2268.9
01-11-2017,3.75,119.0215,14.96,3.6,3.73,32.95,-0.1295,1.85,1.18,0.51,11.26,3.92,1.0501,2275.32
01-12-2017,3.75,117.8002,14.6,3.6,3.73,32.37,-0.1295,1.87,1.18,0.51,11.54,3.92,1.0666,2270.44
1/13/2017,3.75,117.9884,14.63,3.6,3.73,30.73,-0.1519,1.85,1.19,0.51,11.23,3.92,1.0625,2274.64
1/17/2017,3.75,117.266,15.67,3.6,3.73,31.25,-0.1519,1.84,1.16,0.51,11.87,3.92,1.0695,2267.89
1/18/2017,3.75,117.7247,15.25,3.6,3.73,31.24,-0.1519,1.86,1.19,0.51,12.48,3.92,1.0682,2271.89
1/19/2017,3.75,118.3189,15.11,3.6,3.73,30.88,-0.1519,1.9,1.22,0.51,12.78,3.92,1.063,2263.69
1/23/2017,3.75,117.249,15.15,3.6,3.73,30.79,-0.1494,1.86,1.25,0.51,11.77,3.92,1.074,2265.2
1/24/2017,3.75,117.0526,14.65,3.6,3.73,29.59,-0.1494,1.93,1.26,0.51,11.07,3.92,1.0749,2280.07
1/25/2017,3.75,116.9365,14.47,3.6,3.73,30.41,-0.1494,1.96,1.3,0.51,10.81,3.92,1.0743,2298.37
1/26/2017,3.75,117.2774,14.74,3.6,3.73,29.59,-0.1494,1.94,1.3,0.51,10.63,3.92,1.067,2296.68
1/27/2017,3.75,117.074,14.34,3.6,3.73,29.78,-0.2613,1.96,1.27,0.51,10.58,3.92,1.069,2294.69
1/30/2017,3.75,116.7328,15.19,3.6,3.73,30.94,-0.2613,1.95,1.27,0.51,11.88,3.92,1.0681,2280.9
1/31/2017,3.75,116.2249,15.27,3.6,3.73,31.33,-0.2613,1.94,1.26,0.51,11.99,3.92,1.0794,2278.87
02-01-2017,3.75,116.3923,14.8,3.59,3.73,30.65,-0.2613,1.92,1.26,0.52,11.81,3.95,1.0758,2279.55
02-02-2017,3.75,115.9036,15.04,3.59,3.73,29.39,-0.2613,1.93,1.27,0.52,11.93,3.95,1.0802,2280.85
02-03-2017,3.75,115.6262,15.04,3.59,3.73,28.11,-0.1916,1.91,1.28,0.52,10.97,3.95,1.0792,2297.42
02-06-2017,3.75,116.0507,15.74,3.59,3.73,29.37,-0.1916,1.91,1.26,0.52,11.37,3.95,1.0731,2292.56
02-07-2017,3.75,116.4086,15.26,3.59,3.73,29.61,-0.1916,1.87,1.24,0.52,11.29,3.95,1.069,2293.08
02-08-2017,3.75,116.1387,15.2,3.59,3.73,29.09,-0.1916,1.82,1.19,0.52,11.45,3.95,1.0708,2294.67
02-09-2017,3.75,116.3061,14.88,3.59,3.73,28.25,-0.1916,1.86,1.2,0.52,10.88,3.95,1.0658,2307.87
02-10-2017,3.75,116.1479,14.88,3.59,3.73,26.43,-0.2056,1.87,1.21,0.52,10.85,3.95,1.065,2316.1
2/13/2017,3.75,116.3425,14.61,3.59,3.73,26.99,-0.2056,1.87,1.23,0.52,11.07,3.95,1.0603,2328.25
2/14/2017,3.75,116.3944,14.21,3.59,3.73,27.49,-0.2056,1.87,1.22,0.52,10.74,3.95,1.0577,2337.58
2/15/2017,3.75,116.2158,13.71,3.59,3.73,27.75,-0.2056,1.93,1.24,0.52,11.97,3.95,1.0597,2349.25
2/16/2017,3.75,116.0065,13.75,3.59,3.73,27.37,-0.2056,1.9,1.23,0.52,11.76,3.95,1.066,2347.22
2/17/2017,3.75,116.4033,13.27,3.59,3.73,25.29,-0.3636,1.85,1.21,0.52,11.49,3.95,1.0614,2351.16
2/21/2017,3.75,116.5918,13.72,3.59,3.73,25.79,-0.3636,1.87,1.21,0.52,11.57,3.95,1.0551,2365.38
2/22/2017,3.75,116.2131,13.26,3.59,3.73,27.09,-0.3636,1.92,1.2,0.52,11.74,3.95,1.0555,2362.82
2/23/2017,3.75,115.6522,13.68,3.59,3.73,25.79,-0.3636,1.9,1.2,0.52,11.71,3.95,1.0586,2363.81
2/24/2017,3.75,115.8138,13.54,3.59,3.73,25.72,-0.2585,1.9,1.19,0.52,11.47,3.95,1.058,2367.34
2/27/2017,3.75,115.6759,14.44,3.59,3.73,25.01,-0.2585,1.86,1.16,0.52,12.09,3.95,1.0624,2369.75
2/28/2017,3.75,116.003,14.3,3.59,3.73,25.46,-0.2585,1.89,1.14,0.52,12.92,3.95,1.0618,2363.64
03-01-2017,3.75,116.4374,14.41,3.64,3.77,24.67,-0.2585,1.84,1.17,0.74,12.54,4.01,1.0564,2395.96
03-02-2017,3.75,116.8421,13.89,3.64,3.77,25.94,-0.2585,1.84,1.17,0.74,11.81,4.01,1.0514,2381.92
03-03-2017,3.75,116.6429,13.66,3.64,3.77,25.59,-0.4547,1.92,1.17,0.74,10.96,4.01,1.0552,2383.12
03-06-2017,3.75,116.4304,13.24,3.64,3.77,26.96,-0.4547,1.9,1.18,0.74,11.24,4.01,1.0586,2375.31
03-07-2017,3.75,116.4294,13.22,3.64,3.77,26.46,-0.4547,1.92,1.2,0.74,11.45,4.01,1.0582,2368.39
03-08-2017,3.75,116.8741,13.58,3.64,3.77,31.74,-0.4547,1.9,1.21,0.74,11.86,4.01,1.0547,2362.98
03-09-2017,3.75,116.9952,13.62,3.64,3.77,31.98,-0.4547,1.89,1.23,0.74,12.3,4.01,1.0586,2364.87
03-10-2017,3.75,116.6154,13.03,3.64,3.77,33.45,-0.489,1.9,1.22,0.74,11.66,4.01,1.0667,2372.6
3/13/2017,3.75,116.3999,11.27,3.64,3.77,32.39,-0.489,1.86,1.22,0.74,11.35,4.01,1.067,2373.47
3/14/2017,3.75,116.5639,11.57,3.64,3.77,33.19,-0.489,1.88,1.2,0.74,12.3,4.01,1.0645,2365.45
3/15/2017,3.75,116.3576,11.23,3.64,3.77,30.08,-0.489,1.84,1.18,0.74,11.63,4.01,1.063,2385.26
3/16/2017,4,115.4452,11.12,3.64,3.77,28.63,-0.489,1.87,1.18,0.74,11.21,4.01,1.0738,2381.38
3/17/2017,4,115.278,10.8,3.64,3.77,27.45,-0.4229,1.89,1.17,0.74,11.28,4.01,1.0742,2378.25
3/20/2017,4,115.0422,11.35,3.64,3.77,28.11,-0.4229,1.86,1.17,0.74,11.34,4.01,1.0754,2373.47
3/21/2017,4,114.8119,12.13,3.64,3.77,30.57,-0.4229,1.8,1.16,0.74,12.47,4.01,1.081,2344.02
3/22/2017,4,114.7936,12.28,3.64,3.77,30.05,-0.4229,1.79,1.13,0.74,12.81,4.01,1.08,2348.45
3/23/2017,4,114.7899,12.58,3.64,3.77,29.79,-0.4229,1.75,1.15,0.74,13.12,4.01,1.0787,2345.96
