DATE,Actual,Prediction
2019-11-14,3096.63,3097.841411
2019-11-15,3120.46,3126.989792
2019-11-18,3122.03,3128.374878
2019-11-19,3120.18,3132.754592
2019-11-20,3108.46,3119.861149
2019-11-21,3103.54,3088.141585
2019-11-22,3110.29,3117.687323
2019-11-25,3133.64,3138.01462
2019-11-26,3140.52,3148.803757
2019-11-27,3153.63,3147.751257
2019-11-29,3140.98,3141.457001
2019-12-02,3113.87,3110.652579
2019-12-03,3093.2,3082.613693
2019-12-04,3112.76,3104.294351
2019-12-05,3117.43,3110.175255
2019-12-06,3145.91,3156.770637
2019-12-09,3135.96,3147.731605
2019-12-10,3132.52,3132.115078
2019-12-11,3141.63,3153.646682
2019-12-12,3168.57,3172.573284
2019-12-13,3168.8,3153.304739
2019-12-16,3191.45,3204.772895
2019-12-17,3192.52,3208.197314
2019-12-18,3191.14,3177.022627
2019-12-19,3205.37,3200.406275
2019-12-20,3221.22,3237.058199
2019-12-23,3224.01,3212.360247
2019-12-26,3239.91,3239.314971
2019-12-27,3240.02,3233.279976
2019-12-30,3221.29,3207.368021
2019-12-31,3230.78,3230.730509
2020-01-02,3257.85,3244.032736
2020-01-03,3234.85,3220.677381
2020-01-06,3246.28,3243.79187
2020-01-07,3237.18,3250.418878
2020-01-08,3253.05,3264.823473
2020-01-09,3274.7,3282.666222
2020-01-10,3265.35,3249.512092
2020-01-13,3288.13,3276.216152
2020-01-14,3283.15,3271.122818
2020-01-15,3289.29,3282.269063
2020-01-16,3316.81,3325.844623
2020-01-17,3329.62,3318.492955
2020-01-21,3320.79,3335.84771
2020-01-22,3321.75,3337.332547
2020-01-23,3325.54,3321.00267
2020-01-24,3295.47,3303.787572
2020-01-27,3243.63,3253.134002
2020-01-28,3276.24,3266.561886
2020-01-29,3273.4,3286.989884
2020-01-30,3283.66,3272.874377
2020-01-31,3225.52,3234.055776
2020-02-03,3248.92,3245.374736
2020-02-04,3297.59,3313.219269
2020-02-05,3334.69,3346.889315
2020-02-06,3345.78,3342.692465
2020-02-07,3327.71,3342.62071
2020-02-10,3352.09,3339.908733
2020-02-11,3357.75,3351.504781
2020-02-12,3379.45,3382.648651
2020-02-13,3373.94,3357.705654
2020-02-14,3380.16,3380.884284
2020-02-18,3370.29,3379.575836
2020-02-19,3386.15,3373.949356
2020-02-20,3373.23,3359.892304
